text,intent,predicted_intent,confidence,correct
"@151164 Apologies, do you have unattended delivery preferences set on your account: https://t.co/EhJSNJJuZb? ^JJ",Delivery Date / Shipping,Delivery Date / Shipping,0.6419281669121184,True
"@357234 I'd like for a member of my team to personally address this. Please, provide details here: https://t.co/LcyklqNTYe ^JE",Delivery Date / Shipping,Product / Device Support,0.5548938794032799,False
"@413729 I'm sorry to hear that, Hemant. Please fill this form: https://t.co/beaaDm0muc and We’ll contact you soon. ^BA",Delivery Date / Shipping,Product / Device Support,0.6311986620509339,False
@441968 Apologies for the ordeal. Please fill this form: https://t.co/beaaDm0muc and we’ll check and reach out to you soon. ^SS,Delivery Date / Shipping,Account / Contact Support,0.5243509519172345,False
@753510 2/2 Puedes contactarlos mediante este enlace: https://t.co/OjvUxwnzPe. ^DA,Late / Missing Delivery,Account / Contact Support,0.721040431740163,False
"@225145 We are still here for you! Without giving any personal/account info, can you please tell us a little about the issue you are facing? ^BA",Order Tracking / Status,Account / Contact Support,0.7936421198033083,False
@163715 Oh no! Use these steps to create a pre-paid return label: https://t.co/tv0MHd6rQy Let us know if you have further questions! ^KN,Order Tracking / Status,Return / Refund,0.9697949229845984,False
@206718 we have happened to miss the estimated delivery date? 2/2 ^SB,Late / Missing Delivery,Delivery Date / Shipping,0.7231204982559108,False
@124169 Please provide your phone number w/ us here: https://t.co/OW4c4eicZd &amp; select the 'Call me now' option to connect w/ an agent. ^KP,Order Tracking / Status,Account / Contact Support,0.6772420859041499,False
"@283957 Bonjour, désolée pour cela 😓 Quel est le transporteur de votre colis je vous prie ? ^MA",Late / Missing Delivery,Product / Device Support,0.6194891572560207,False
@125706 You should've received an email in response to the details you shared earlier from the social media team. Kindly reply to it for further queries and we'll assist you. ^NR,Delivery Date / Shipping,Account / Contact Support,0.7536595919121014,False
"@232597 I get your disappointment, Anurag. We have responded to your query here: https://t.co/vjZJ2zABIF. Request you to check. ^NK",Delivery Date / Shipping,Product / Device Support,0.6739370205081208,False
"@318514 Hi Dan, do you have your payment methods shared on the accounts? -Agi",Return / Refund,Account / Contact Support,0.9237614264218709,False
"@269147 That's strange, allow us to take a closer look on this by sharing your details here: https://t.co/cllwXc2HeK. As soon as we receive the details, we'll check and reach out to you with an update.

Krishna | Amazon Customer Service",Return / Refund,Product / Device Support,0.38386637262731965,False
@124142 We'd like to take a better look at this with you. Please reach out to us via phone/chat here: https://t.co/hApLpMlfHN ^KP,Product / Device Support,Product / Device Support,0.42104992124085333,True
"@330413 Je suis désolé, avez-vous signalé cela à notre SAV?
^YL",Account / Contact Support,Product / Device Support,0.619935267914581,False
"@286224 Hi Paige, sorry to hear that. Can I ask which Amazon site you ordered the card from (.com / .co.uk / etc)?^TI",Product / Device Support,Delivery Date / Shipping,0.34095082519008796,False
@180290 This is not what we expect! I'm sorry you received an incomplete set. We'd like to help you review available options here: https://t.co/3EJduWuar8 ^FD,Product / Device Support,Late / Missing Delivery,0.3638033975134374,False
"@179072 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^VR",Damaged / Defective Product,Product / Device Support,0.2679950163077953,False
@146915 Kindly connect with our support team here: https://t.co/eSItkOtvNd and we'll get this checked for you. ^PB,Return / Refund,Product / Device Support,0.3695346051753089,False
@385283 Have you received any additional information from the CreateSpace team yet? ^SW,Return / Refund,Late / Missing Delivery,0.29500163902929133,False
"@634824 ATMでのお支払方法についてはこちらのヘルプページの「ATMで支払う」をご参照ください。Pay-easy（ペイジー）ロゴがあるATMでお支払いいただけます。
https://t.co/N1feN5IjK3 ET https://t.co/ozr4E8MJdP",Delivery Date / Shipping,Product / Device Support,0.6523267448302684,False
@804496 What is the tracking information showing currently? You can find that here:  https://t.co/aaDyEz1VgE,Return / Refund,Order Tracking / Status,0.999687254704201,False
"@249440 I'm sorry to hear about the delivery trouble. If you are currently waiting on an order, we'd like to help! Have you received an updated delivery date for the orders? ^MB",Delivery Date / Shipping,Delivery Date / Shipping,0.7729382520299241,True
@687014 I understand your concern. Could you please confirm sharing your details through the secure link provided earlier? ^AP,Late / Missing Delivery,Account / Contact Support,0.5848241820911969,False
"@138648 Without sharing personal account details, can you tell us a bit more about what happened? ^VS",Late / Missing Delivery,Account / Contact Support,0.511462359176645,False
"@721324 I'm sorry about the experience you had with our support team. Kindly drop in your details here: https://t.co/beaaDm0muc and we'll help. Also, please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. ^GK",Order Tracking / Status,Account / Contact Support,0.4899682958995292,False
"@317123 If you have filed in the details in the link provided by 'PS', you'll receive a correspondence from our team.(1/2)^SF",Late / Missing Delivery,Account / Contact Support,0.7992457518411896,False
@504351 Kindly refer the link: https://t.co/Lxmi5Fdk9D for more information. (2/2) ^MO,Late / Missing Delivery,Product / Device Support,0.7058687670566972,False
@202707 Can you tell us more about what happens when they fail and which apps are failing? We'd like to help. ^KH,Return / Refund,Damaged / Defective Product,0.9176726086151138,False
"@151409 We are confident, our support team will do the needful. Do keep us posted for further support. ^CB",Damaged / Defective Product,Late / Missing Delivery,0.25676966503193577,False
"@807453 I'm sorry you never received the offer! We'd like to look into this with you, can you please reach out to us by phone at this link here: https://t.co/hApLpMlfHN ^VS",Product / Device Support,Late / Missing Delivery,0.4325522682301525,False
"@446711 Vous pouvez contacter notre SAV en cliquant sur le lien suivant : https://t.co/qzuu0dgDXz
^MD",Account / Contact Support,Account / Contact Support,0.7066053352884757,True
"@322920 I get you disappointment, Priyansh. You must have received an email correspondence from the social media team.  1/2 ^NK",Return / Refund,Account / Contact Support,0.84963202289721,False
"@130233 Grafo, aparte del correo de confirmación, recuerda que puedes verificar tu pedido en la sección de pedidos de tu cuenta, por favor utiliza este enlace: https://t.co/Agd9XY4LHC
^CB",Return / Refund,Product / Device Support,0.8342616533511081,False
@337086 I get your concern. Please reply to the email from social media specialist for further help. ^HA,Return / Refund,Account / Contact Support,0.7379419704069775,False
@232603 Thank you for bringing this to our notice. I'll be sure to pass this on internally to the concerned team for rectification. ^GD,Return / Refund,Delivery Date / Shipping,0.43944459292764565,False
"@713393 ¿Has reportado tu problema con @132703? Si no recibes respuesta, no dudes en contactarnos de nuevo. ^CR",Delivery Date / Shipping,Account / Contact Support,0.8396561790896058,False
"@801896 When you spoke with us, what was advised regarding this order? Did we offer to contact the courier with you for more information? ^LB",Late / Missing Delivery,Account / Contact Support,0.36112212514902314,False
"@350165 Kindly check the latest correspondence we sent to your registered account and respond to it, we'll reach out to you soon. ^MA",Delivery Date / Shipping,Account / Contact Support,0.8559024463645194,False
@750624 Okay thanks for checking- Can you contact us directly regarding this via: https://t.co/JzP7hlA23B ^NV,Order Tracking / Status,Account / Contact Support,0.8759641620283434,False
"@636750 Sorry for the trouble with the delivery. We'd like to have a closer look, kindly drop in your details 1/2 ^EM",Order Tracking / Status,Account / Contact Support,0.3806630358624649,False
